Order ID,Customer ID,Product ID,Category,Sub-Category,Segment,Ship Mode,Payment Mode,Return Status,Order Date,Region,Sales,Profit,Category.1,City,Country,Customer ID.1,Customer Name,Order ID.1,Payment Mode.1,Product ID.1,Product Name,Profit.1,Region.1,Return Status.1,Row ID,Sales.1,Segment.1,Ship Date,Ship Mode.1,State,Sub-Category.1,Order Date.1
ORD101191,CUST4870,PROD89503,Electronics,Cameras,Corporate,Second Class,Online,Not Returned,2023-06-03,South,1671.75,320.65,Electronics,Houston,Germany,CUST4870,Fernando Knapp,ORD101191,Online,PROD89503,Whose Cameras,320.65,South,Not Returned,1192,1671.75,Corporate,2023-06-10,Second Class,California,Cameras,2023-06-03
ORD101192,CUST8931,PROD38359,Furniture,Sofas,Corporate,Second Class,Online,Returned,2025-09-27,North,858.52,236.74,Furniture,Delhi,Germany,CUST8931,Robert Green,ORD101192,Online,PROD38359,Street Sofas,236.74,North,Returned,1193,858.52,Corporate,2025-09-28,Second Class,Texas,Sofas,2025-09-27
ORD101193,CUST7556,PROD28125,Furniture,Chairs,Corporate,Standard,COD,Returned,2024-05-18,North,1060.17,176.11,Furniture,New York City,Germany,CUST7556,Jeffrey Torres,ORD101193,COD,PROD28125,Car Chairs,176.11,North,Returned,1194,1060.17,Corporate,2024-05-25,Standard,California,Chairs,2024-05-18
ORD101194,CUST6351,PROD48967,Clothing,Pants,Consumer,Standard,COD,Not Returned,2022-05-21,West,1769.27,621.64,Clothing,Mumbai,Germany,CUST6351,Carla Lane,ORD101194,COD,PROD48967,Radio Pants,621.64,West,Not Returned,1195,1769.27,Consumer,2022-05-24,Standard,California,Pants,2022-05-21
ORD101195,CUST9153,PROD48794,Clothing,Shoes,Corporate,Same Day,Online,Returned,2020-11-28,West,839.14,228.73,Clothing,Los Angeles,Canada,CUST9153,David Gutierrez,ORD101195,Online,PROD48794,Show Shoes,228.73,West,Returned,1196,839.14,Corporate,2020-12-05,Same Day,Maharashtra,Shoes,2020-11-28
ORD101196,CUST7118,PROD77644,Clothing,Pants,Corporate,Second Class,Online,Returned,2025-09-10,East,166.98,7.95,Clothing,Houston,UK,CUST7118,Sheila Brown,ORD101196,Online,PROD77644,Allow Pants,7.95,East,Returned,1197,166.98,Corporate,2025-09-18,Second Class,California,Pants,2025-09-10
ORD101197,CUST9119,PROD69003,Furniture,Chairs,Consumer,Same Day,COD,Not Returned,2020-12-03,North,1323.69,101.61,Furniture,Mumbai,USA,CUST9119,James Fuller,ORD101197,COD,PROD69003,Someone Chairs,101.61,North,Not Returned,1198,1323.69,Consumer,2020-12-12,Same Day,Bavaria,Chairs,2020-12-03
ORD101198,CUST3260,PROD19957,Furniture,Sofas,Consumer,First Class,Card,Returned,2023-05-24,East,347.07,87.32,Furniture,Delhi,Germany,CUST3260,Miss Brittany Stanley DDS,ORD101198,Card,PROD19957,Last Sofas,87.32,East,Returned,1199,347.07,Consumer,2023-05-30,First Class,California,Sofas,2023-05-24
ORD101199,CUST4352,PROD27247,Electronics,Cameras,Consumer,First Class,Card,Not Returned,2022-02-08,West,1930.49,329.78,Electronics,Munich,Germany,CUST4352,Crystal Melendez,ORD101199,Card,PROD27247,Enjoy Cameras,329.78,West,Not Returned,1200,1930.49,Consumer,2022-02-16,First Class,Maharashtra,Cameras,2022-02-08
ORD101200,CUST9165,PROD11658,Furniture,Chairs,Corporate,Standard,Online,Returned,2022-09-20,West,1402.61,-215.43,Furniture,Mumbai,Canada,CUST9165,Amanda Owens,ORD101200,Online,PROD11658,While Chairs,-215.43,West,Returned,1201,1402.61,Corporate,2022-09-30,Standard,Maharashtra,Chairs,2022-09-20
ORD101201,CUST9595,PROD34922,Clothing,Shirts,Home Office,Standard,Online,Not Returned,2022-11-04,West,221.28,-4.17,Clothing,Munich,India,CUST9595,David Hicks,ORD101201,Online,PROD34922,Environmental Shirts,-4.17,West,Not Returned,1202,221.28,Home Office,2022-11-08,Standard,Texas,Shirts,2022-11-04
ORD101202,CUST1241,PROD74762,Clothing,Shirts,Corporate,Second Class,COD,Not Returned,2022-04-09,East,355.26,88.27,Clothing,Los Angeles,USA,CUST1241,Cassandra Mills,ORD101202,COD,PROD74762,Customer Shirts,88.27,East,Not Returned,1203,355.26,Corporate,2022-04-15,Second Class,Bavaria,Shirts,2022-04-09
ORD101203,CUST9756,PROD66871,Clothing,Shoes,Corporate,Second Class,Online,Returned,2023-04-04,East,1052.94,-77.71,Clothing,Houston,USA,CUST9756,Bobby Mckenzie,ORD101203,Online,PROD66871,Treatment Shoes,-77.71,East,Returned,1204,1052.94,Corporate,2023-04-11,Second Class,Delhi,Shoes,2023-04-04
ORD101204,CUST2719,PROD49243,Electronics,Cameras,Home Office,Standard,Online,Not Returned,2021-04-04,West,157.09,45.13,Electronics,Toronto,USA,CUST2719,Regina Rhodes,ORD101204,Online,PROD49243,Whom Cameras,45.13,West,Not Returned,1205,157.09,Home Office,2021-04-09,Standard,California,Cameras,2021-04-04
ORD101205,CUST5778,PROD97878,Electronics,Accessories,Consumer,First Class,Card,Not Returned,2021-12-19,West,409.26,146.18,Electronics,Los Angeles,USA,CUST5778,Jessica Callahan,ORD101205,Card,PROD97878,Information Accessories,146.18,West,Not Returned,1206,409.26,Consumer,2021-12-28,First Class,Delhi,Accessories,2021-12-19
ORD101206,CUST6343,PROD55116,Clothing,Jackets,Home Office,Same Day,COD,Not Returned,2021-05-14,North,1863.12,131.55,Clothing,Munich,Germany,CUST6343,James Thompson,ORD101206,COD,PROD55116,Life Jackets,131.55,North,Not Returned,1207,1863.12,Home Office,2021-05-23,Same Day,Delhi,Jackets,2021-05-14
ORD101207,CUST4785,PROD49982,Furniture,Chairs,Corporate,Standard,COD,Not Returned,2020-11-14,West,1185.97,-218.44,Furniture,Mumbai,Germany,CUST4785,Belinda Owens,ORD101207,COD,PROD49982,Concern Chairs,-218.44,West,Not Returned,1208,1185.97,Corporate,2020-11-18,Standard,Texas,Chairs,2020-11-14
ORD101208,CUST8223,PROD18744,Clothing,Shoes,Corporate,First Class,COD,Not Returned,2024-07-22,North,300.49,91.28,Clothing,Houston,UK,CUST8223,Diane Wells,ORD101208,COD,PROD18744,Local Shoes,91.28,North,Not Returned,1209,300.49,Corporate,2024-08-01,First Class,Bavaria,Shoes,2024-07-22
ORD101209,CUST3869,PROD21528,Electronics,Mobiles,Consumer,Same Day,Online,Returned,2022-11-24,North,1532.21,374.47,Electronics,Delhi,USA,CUST3869,Paul Grant,ORD101209,Online,PROD21528,Attack Mobiles,374.47,North,Returned,1210,1532.21,Consumer,2022-11-25,Same Day,Texas,Mobiles,2022-11-24
ORD101210,CUST8015,PROD46688,Clothing,Shoes,Consumer,Same Day,Card,Returned,2022-12-22,North,1315.11,29.99,Clothing,New York City,USA,CUST8015,Randy Joseph,ORD101210,Card,PROD46688,Land Shoes,29.99,North,Returned,1211,1315.11,Consumer,2022-12-28,Same Day,California,Shoes,2022-12-22
ORD101211,CUST7326,PROD54496,Clothing,Jackets,Home Office,Second Class,Online,Not Returned,2025-04-25,South,865.27,2.0,Clothing,Los Angeles,Germany,CUST7326,David Huynh,ORD101211,Online,PROD54496,Show Jackets,2.0,South,Not Returned,1212,865.27,Home Office,2025-05-05,Second Class,New York,Jackets,2025-04-25
ORD101212,CUST2009,PROD67250,Electronics,Cameras,Home Office,Same Day,Online,Returned,2020-11-16,North,1796.62,396.74,Electronics,New York City,Germany,CUST2009,Holly Torres,ORD101212,Online,PROD67250,Spring Cameras,396.74,North,Returned,1213,1796.62,Home Office,2020-11-17,Same Day,Bavaria,Cameras,2020-11-16
ORD101213,CUST6287,PROD21564,Furniture,Beds,Consumer,Standard,Online,Returned,2021-04-06,North,1934.12,-8.4,Furniture,Munich,Germany,CUST6287,Michael Smith,ORD101213,Online,PROD21564,Require Beds,-8.4,North,Returned,1214,1934.12,Consumer,2021-04-07,Standard,Delhi,Beds,2021-04-06
ORD101214,CUST3950,PROD44504,Electronics,Cameras,Corporate,Standard,COD,Returned,2025-03-17,East,724.29,235.88,Electronics,Delhi,Canada,CUST3950,Jerry Foster,ORD101214,COD,PROD44504,Rather Cameras,235.88,East,Returned,1215,724.29,Corporate,2025-03-25,Standard,Bavaria,Cameras,2025-03-17
ORD101215,CUST4004,PROD48240,Furniture,Beds,Home Office,First Class,Card,Not Returned,2025-05-30,East,1520.22,-269.87,Furniture,Houston,Canada,CUST4004,Samantha Mays,ORD101215,Card,PROD48240,Number Beds,-269.87,East,Not Returned,1216,1520.22,Home Office,2025-06-09,First Class,Maharashtra,Beds,2025-05-30
ORD101216,CUST4453,PROD49809,Clothing,Jackets,Corporate,Second Class,Card,Not Returned,2025-07-08,South,854.47,240.03,Clothing,Toronto,India,CUST4453,Stephanie Reid,ORD101216,Card,PROD49809,Pressure Jackets,240.03,South,Not Returned,1217,854.47,Corporate,2025-07-09,Second Class,Maharashtra,Jackets,2025-07-08
ORD101217,CUST6294,PROD42839,Clothing,Pants,Home Office,Standard,Card,Returned,2022-10-18,North,1528.05,536.77,Clothing,Mumbai,India,CUST6294,William Boyer,ORD101217,Card,PROD42839,Result Pants,536.77,North,Returned,1218,1528.05,Home Office,2022-10-25,Standard,Bavaria,Pants,2022-10-18
ORD101218,CUST4559,PROD82532,Furniture,Chairs,Consumer,First Class,Online,Not Returned,2024-03-09,West,425.75,-1.47,Furniture,Houston,India,CUST4559,Wesley Sullivan,ORD101218,Online,PROD82532,Wonder Chairs,-1.47,West,Not Returned,1219,425.75,Consumer,2024-03-16,First Class,Bavaria,Chairs,2024-03-09
ORD101219,CUST7787,PROD43501,Clothing,Shirts,Corporate,Second Class,Online,Not Returned,2023-07-14,East,1297.35,288.39,Clothing,Munich,Germany,CUST7787,Virginia Curry,ORD101219,Online,PROD43501,Information Shirts,288.39,East,Not Returned,1220,1297.35,Corporate,2023-07-18,Second Class,California,Shirts,2023-07-14
ORD101220,CUST4550,PROD97130,Furniture,Tables,Corporate,Same Day,Online,Not Returned,2022-12-11,South,590.8,226.28,Furniture,Munich,USA,CUST4550,Isabel Fernandez,ORD101220,Online,PROD97130,Each Tables,226.28,South,Not Returned,1221,590.8,Corporate,2022-12-16,Same Day,Delhi,Tables,2022-12-11
ORD101221,CUST6382,PROD93272,Electronics,Mobiles,Corporate,Second Class,COD,Returned,2022-04-13,North,1640.91,107.7,Electronics,Toronto,India,CUST6382,Patrick Smith,ORD101221,COD,PROD93272,Trouble Mobiles,107.7,North,Returned,1222,1640.91,Corporate,2022-04-15,Second Class,Maharashtra,Mobiles,2022-04-13
ORD101222,CUST9878,PROD30503,Electronics,Mobiles,Consumer,Standard,COD,Returned,2022-06-10,West,1685.0,138.35,Electronics,Delhi,India,CUST9878,Tyler Smith,ORD101222,COD,PROD30503,Leave Mobiles,138.35,West,Returned,1223,1685.0,Consumer,2022-06-11,Standard,New York,Mobiles,2022-06-10
ORD101223,CUST4145,PROD27583,Furniture,Beds,Home Office,Second Class,COD,Returned,2021-07-31,North,1278.82,89.02,Furniture,Munich,UK,CUST4145,Fernando Williams,ORD101223,COD,PROD27583,Meeting Beds,89.02,North,Returned,1224,1278.82,Home Office,2021-08-01,Second Class,Texas,Beds,2021-07-31
ORD101224,CUST3020,PROD89155,Electronics,Accessories,Consumer,First Class,COD,Returned,2023-05-27,West,1630.76,541.52,Electronics,Delhi,USA,CUST3020,Katie Lamb,ORD101224,COD,PROD89155,Choice Accessories,541.52,West,Returned,1225,1630.76,Consumer,2023-06-03,First Class,California,Accessories,2023-05-27
ORD101225,CUST5754,PROD65106,Electronics,Cameras,Home Office,Standard,COD,Not Returned,2025-02-16,South,921.55,-31.14,Electronics,Los Angeles,UK,CUST5754,Lauren Eaton,ORD101225,COD,PROD65106,Life Cameras,-31.14,South,Not Returned,1226,921.55,Home Office,2025-02-17,Standard,Ontario,Cameras,2025-02-16
ORD101226,CUST4070,PROD40846,Electronics,Accessories,Home Office,Standard,Online,Returned,2023-10-11,North,318.49,-56.54,Electronics,Munich,India,CUST4070,Miss Elizabeth Johnson,ORD101226,Online,PROD40846,Game Accessories,-56.54,North,Returned,1227,318.49,Home Office,2023-10-13,Standard,Delhi,Accessories,2023-10-11
ORD101227,CUST5366,PROD81470,Clothing,Jackets,Home Office,Same Day,Card,Returned,2021-05-06,East,1775.17,344.3,Clothing,Munich,UK,CUST5366,Thomas Forbes,ORD101227,Card,PROD81470,Safe Jackets,344.3,East,Returned,1228,1775.17,Home Office,2021-05-16,Same Day,Delhi,Jackets,2021-05-06
ORD101228,CUST2561,PROD55903,Electronics,Laptops,Home Office,Standard,Card,Returned,2024-04-13,North,894.04,-18.28,Electronics,Mumbai,Germany,CUST2561,Deanna May,ORD101228,Card,PROD55903,Amount Laptops,-18.28,North,Returned,1229,894.04,Home Office,2024-04-18,Standard,Delhi,Laptops,2024-04-13
ORD101229,CUST9534,PROD26106,Clothing,Shoes,Home Office,Second Class,COD,Returned,2024-11-07,West,1399.69,14.71,Clothing,Houston,Germany,CUST9534,Joan Green,ORD101229,COD,PROD26106,Own Shoes,14.71,West,Returned,1230,1399.69,Home Office,2024-11-10,Second Class,Bavaria,Shoes,2024-11-07
ORD101230,CUST8668,PROD71535,Clothing,Shoes,Consumer,First Class,COD,Not Returned,2022-03-31,South,774.97,64.98,Clothing,Houston,Canada,CUST8668,Dawn Gregory,ORD101230,COD,PROD71535,Parent Shoes,64.98,South,Not Returned,1231,774.97,Consumer,2022-04-10,First Class,New York,Shoes,2022-03-31
ORD101231,CUST8664,PROD80284,Electronics,Mobiles,Corporate,Second Class,COD,Not Returned,2023-09-07,South,1084.03,34.47,Electronics,Los Angeles,Germany,CUST8664,Austin Scott,ORD101231,COD,PROD80284,Military Mobiles,34.47,South,Not Returned,1232,1084.03,Corporate,2023-09-16,Second Class,California,Mobiles,2023-09-07
ORD101232,CUST4107,PROD77974,Electronics,Accessories,Consumer,Same Day,Card,Returned,2025-01-12,South,610.64,22.35,Electronics,Delhi,Canada,CUST4107,Marcus Blair,ORD101232,Card,PROD77974,Bag Accessories,22.35,South,Returned,1233,610.64,Consumer,2025-01-13,Same Day,Bavaria,Accessories,2025-01-12
ORD101233,CUST4329,PROD25961,Electronics,Cameras,Consumer,Same Day,COD,Not Returned,2022-12-03,South,203.39,1.95,Electronics,Houston,UK,CUST4329,Erin Gordon,ORD101233,COD,PROD25961,Art Cameras,1.95,South,Not Returned,1234,203.39,Consumer,2022-12-13,Same Day,Maharashtra,Cameras,2022-12-03
ORD101234,CUST4883,PROD36514,Electronics,Laptops,Corporate,Second Class,Card,Not Returned,2022-11-14,South,227.63,90.32,Electronics,Toronto,Canada,CUST4883,Sandra Rodriguez,ORD101234,Card,PROD36514,Number Laptops,90.32,South,Not Returned,1235,227.63,Corporate,2022-11-16,Second Class,California,Laptops,2022-11-14
ORD101235,CUST2937,PROD69936,Clothing,Jackets,Consumer,Same Day,COD,Not Returned,2024-11-07,West,872.39,345.98,Clothing,New York City,Germany,CUST2937,Ethan Powers,ORD101235,COD,PROD69936,Nice Jackets,345.98,West,Not Returned,1236,872.39,Consumer,2024-11-08,Same Day,Ontario,Jackets,2024-11-07
ORD101236,CUST2131,PROD29746,Furniture,Tables,Home Office,First Class,Online,Returned,2024-05-20,East,1628.33,420.31,Furniture,Munich,Canada,CUST2131,Randy Reyes,ORD101236,Online,PROD29746,Discover Tables,420.31,East,Returned,1237,1628.33,Home Office,2024-05-30,First Class,California,Tables,2024-05-20
ORD101237,CUST9220,PROD40370,Furniture,Chairs,Consumer,Second Class,Card,Returned,2024-08-10,North,349.25,53.14,Furniture,Houston,USA,CUST9220,Dana Cross,ORD101237,Card,PROD40370,Role Chairs,53.14,North,Returned,1238,349.25,Consumer,2024-08-15,Second Class,Ontario,Chairs,2024-08-10
ORD101238,CUST4681,PROD91078,Furniture,Beds,Consumer,Second Class,Card,Returned,2025-09-20,West,1546.5,-291.65,Furniture,Munich,USA,CUST4681,Ryan Perry,ORD101238,Card,PROD91078,Meeting Beds,-291.65,West,Returned,1239,1546.5,Consumer,2025-09-23,Second Class,Texas,Beds,2025-09-20
ORD101239,CUST7554,PROD90461,Clothing,Pants,Corporate,First Class,Card,Not Returned,2024-07-07,North,1304.57,319.0,Clothing,New York City,India,CUST7554,Gloria Nguyen,ORD101239,Card,PROD90461,Recent Pants,319.0,North,Not Returned,1240,1304.57,Corporate,2024-07-09,First Class,Bavaria,Pants,2024-07-07
ORD101240,CUST9434,PROD16276,Electronics,Accessories,Corporate,First Class,Card,Returned,2023-12-05,North,393.28,-48.86,Electronics,Los Angeles,USA,CUST9434,Melissa Murray MD,ORD101240,Card,PROD16276,List Accessories,-48.86,North,Returned,1241,393.28,Corporate,2023-12-07,First Class,Maharashtra,Accessories,2023-12-05
ORD101241,CUST5344,PROD17761,Clothing,Shoes,Consumer,Standard,Card,Returned,2024-09-27,North,1659.46,-323.58,Clothing,Los Angeles,Canada,CUST5344,Brittney Baker,ORD101241,Card,PROD17761,Thus Shoes,-323.58,North,Returned,1242,1659.46,Consumer,2024-09-29,Standard,Ontario,Shoes,2024-09-27
ORD101242,CUST8678,PROD63310,Electronics,Cameras,Consumer,Standard,Card,Not Returned,2024-01-08,West,1653.51,525.78,Electronics,Mumbai,Canada,CUST8678,Richard Paul,ORD101242,Card,PROD63310,Start Cameras,525.78,West,Not Returned,1243,1653.51,Consumer,2024-01-12,Standard,Maharashtra,Cameras,2024-01-08
ORD101243,CUST1760,PROD36549,Clothing,Shirts,Consumer,Second Class,Online,Not Returned,2021-06-06,West,1494.27,392.97,Clothing,Houston,Germany,CUST1760,John Ruiz,ORD101243,Online,PROD36549,Laugh Shirts,392.97,West,Not Returned,1244,1494.27,Consumer,2021-06-08,Second Class,Bavaria,Shirts,2021-06-06
ORD101244,CUST5799,PROD25749,Clothing,Shoes,Home Office,Same Day,Card,Returned,2021-08-18,West,226.39,44.48,Clothing,Toronto,Canada,CUST5799,Larry Walker,ORD101244,Card,PROD25749,Relationship Shoes,44.48,West,Returned,1245,226.39,Home Office,2021-08-28,Same Day,Texas,Shoes,2021-08-18
ORD101245,CUST1612,PROD94220,Clothing,Pants,Consumer,First Class,Online,Returned,2024-02-03,West,628.93,-25.58,Clothing,Toronto,Germany,CUST1612,Martin Gay,ORD101245,Online,PROD94220,Itself Pants,-25.58,West,Returned,1246,628.93,Consumer,2024-02-04,First Class,Texas,Pants,2024-02-03
ORD101246,CUST8881,PROD29639,Clothing,Shirts,Consumer,First Class,Online,Returned,2021-07-19,West,673.31,41.9,Clothing,Munich,UK,CUST8881,Phillip Kramer,ORD101246,Online,PROD29639,Building Shirts,41.9,West,Returned,1247,673.31,Consumer,2021-07-26,First Class,Delhi,Shirts,2021-07-19
ORD101247,CUST7084,PROD89971,Clothing,Shirts,Corporate,Second Class,Online,Returned,2021-11-23,North,1619.34,-239.27,Clothing,Toronto,Germany,CUST7084,Amy Hall,ORD101247,Online,PROD89971,Increase Shirts,-239.27,North,Returned,1248,1619.34,Corporate,2021-11-29,Second Class,California,Shirts,2021-11-23
ORD101248,CUST4222,PROD10404,Furniture,Sofas,Home Office,Second Class,COD,Returned,2024-06-07,West,524.6,133.16,Furniture,New York City,Canada,CUST4222,James Pineda,ORD101248,COD,PROD10404,State Sofas,133.16,West,Returned,1249,524.6,Home Office,2024-06-08,Second Class,Texas,Sofas,2024-06-07
ORD101249,CUST8143,PROD47669,Electronics,Laptops,Home Office,First Class,COD,Returned,2025-01-31,North,1175.8,259.94,Electronics,New York City,UK,CUST8143,Shawn Riddle,ORD101249,COD,PROD47669,Court Laptops,259.94,North,Returned,1250,1175.8,Home Office,2025-02-09,First Class,Delhi,Laptops,2025-01-31
ORD101250,CUST6400,PROD77707,Furniture,Chairs,Corporate,Second Class,COD,Not Returned,2021-08-18,South,1249.82,421.08,Furniture,Delhi,UK,CUST6400,William West,ORD101250,COD,PROD77707,Interview Chairs,421.08,South,Not Returned,1251,1249.82,Corporate,2021-08-22,Second Class,Texas,Chairs,2021-08-18
ORD101251,CUST6590,PROD64068,Electronics,Mobiles,Consumer,Standard,COD,Not Returned,2023-03-15,East,1560.42,143.31,Electronics,Toronto,Canada,CUST6590,Lisa Simmons,ORD101251,COD,PROD64068,Religious Mobiles,143.31,East,Not Returned,1252,1560.42,Consumer,2023-03-20,Standard,Delhi,Mobiles,2023-03-15
ORD101252,CUST8847,PROD27936,Electronics,Accessories,Home Office,Second Class,Card,Returned,2025-01-05,East,593.87,118.27,Electronics,New York City,Germany,CUST8847,Brendan Murphy,ORD101252,Card,PROD27936,Music Accessories,118.27,East,Returned,1253,593.87,Home Office,2025-01-11,Second Class,Maharashtra,Accessories,2025-01-05
ORD101253,CUST9297,PROD40467,Electronics,Laptops,Corporate,Same Day,COD,Not Returned,2025-08-03,North,1166.21,124.35,Electronics,New York City,USA,CUST9297,Laura Mcconnell,ORD101253,COD,PROD40467,Through Laptops,124.35,North,Not Returned,1254,1166.21,Corporate,2025-08-06,Same Day,Texas,Laptops,2025-08-03
ORD101254,CUST4429,PROD19006,Electronics,Accessories,Corporate,Standard,Card,Returned,2025-04-21,North,1501.01,-249.94,Electronics,Houston,USA,CUST4429,Ricardo Patterson,ORD101254,Card,PROD19006,Minute Accessories,-249.94,North,Returned,1255,1501.01,Corporate,2025-05-01,Standard,Texas,Accessories,2025-04-21
ORD101255,CUST4723,PROD97747,Clothing,Jackets,Home Office,First Class,COD,Not Returned,2021-12-18,North,1183.51,403.8,Clothing,Delhi,Canada,CUST4723,Kim Richmond,ORD101255,COD,PROD97747,Occur Jackets,403.8,North,Not Returned,1256,1183.51,Home Office,2021-12-21,First Class,Texas,Jackets,2021-12-18
ORD101256,CUST2915,PROD31174,Clothing,Shoes,Home Office,Same Day,Card,Returned,2022-08-16,South,229.24,50.66,Clothing,Munich,India,CUST2915,Lisa Thomas,ORD101256,Card,PROD31174,And Shoes,50.66,South,Returned,1257,229.24,Home Office,2022-08-26,Same Day,California,Shoes,2022-08-16
ORD101257,CUST8234,PROD96334,Furniture,Sofas,Consumer,Same Day,Online,Returned,2023-05-06,West,1816.9,-126.96,Furniture,Toronto,Canada,CUST8234,Scott Wilcox,ORD101257,Online,PROD96334,Collection Sofas,-126.96,West,Returned,1258,1816.9,Consumer,2023-05-12,Same Day,California,Sofas,2023-05-06
ORD101258,CUST2195,PROD11536,Electronics,Cameras,Corporate,First Class,COD,Not Returned,2022-03-10,South,483.12,47.51,Electronics,Toronto,India,CUST2195,Andrew Jones,ORD101258,COD,PROD11536,Suffer Cameras,47.51,South,Not Returned,1259,483.12,Corporate,2022-03-19,First Class,Ontario,Cameras,2022-03-10
ORD101259,CUST3522,PROD57231,Electronics,Accessories,Consumer,Standard,COD,Returned,2024-02-19,North,739.8,-84.88,Electronics,Toronto,Canada,CUST3522,Vincent Nguyen,ORD101259,COD,PROD57231,Coach Accessories,-84.88,North,Returned,1260,739.8,Consumer,2024-02-25,Standard,Delhi,Accessories,2024-02-19
ORD101260,CUST3089,PROD17254,Clothing,Pants,Consumer,First Class,Card,Not Returned,2022-10-14,East,138.55,-2.04,Clothing,New York City,India,CUST3089,Daniel Cabrera,ORD101260,Card,PROD17254,These Pants,-2.04,East,Not Returned,1261,138.55,Consumer,2022-10-16,First Class,Maharashtra,Pants,2022-10-14
ORD101261,CUST2359,PROD94006,Clothing,Jackets,Corporate,First Class,COD,Returned,2023-10-29,North,250.41,-35.28,Clothing,Los Angeles,India,CUST2359,Douglas Golden,ORD101261,COD,PROD94006,Difference Jackets,-35.28,North,Returned,1262,250.41,Corporate,2023-11-03,First Class,California,Jackets,2023-10-29
ORD101262,CUST3873,PROD55653,Electronics,Cameras,Corporate,First Class,COD,Not Returned,2024-06-14,South,139.68,-2.71,Electronics,Los Angeles,Canada,CUST3873,Catherine Farmer,ORD101262,COD,PROD55653,Visit Cameras,-2.71,South,Not Returned,1263,139.68,Corporate,2024-06-18,First Class,California,Cameras,2024-06-14
ORD101263,CUST9580,PROD13202,Electronics,Cameras,Home Office,First Class,Online,Not Returned,2025-09-11,South,133.94,21.06,Electronics,Mumbai,USA,CUST9580,Cory Atkinson,ORD101263,Online,PROD13202,Fall Cameras,21.06,South,Not Returned,1264,133.94,Home Office,2025-09-18,First Class,New York,Cameras,2025-09-11
ORD101264,CUST7910,PROD96828,Furniture,Sofas,Home Office,Second Class,Online,Not Returned,2022-10-29,East,164.04,8.77,Furniture,Los Angeles,Canada,CUST7910,Patrick Garcia,ORD101264,Online,PROD96828,Artist Sofas,8.77,East,Not Returned,1265,164.04,Home Office,2022-11-06,Second Class,Ontario,Sofas,2022-10-29
ORD101265,CUST9021,PROD11424,Furniture,Beds,Consumer,Same Day,Online,Returned,2021-08-29,West,1439.11,259.01,Furniture,Toronto,UK,CUST9021,Kenneth Bishop,ORD101265,Online,PROD11424,Thank Beds,259.01,West,Returned,1266,1439.11,Consumer,2021-09-01,Same Day,California,Beds,2021-08-29
ORD101266,CUST5531,PROD31990,Clothing,Pants,Consumer,Second Class,Card,Returned,2021-11-24,East,412.7,96.59,Clothing,New York City,Germany,CUST5531,Jennifer Gross,ORD101266,Card,PROD31990,Reflect Pants,96.59,East,Returned,1267,412.7,Consumer,2021-11-29,Second Class,Ontario,Pants,2021-11-24
ORD101267,CUST8934,PROD65325,Electronics,Laptops,Corporate,Second Class,Online,Not Returned,2022-07-01,North,1975.7,623.69,Electronics,Toronto,Canada,CUST8934,Kenneth Robertson,ORD101267,Online,PROD65325,Best Laptops,623.69,North,Not Returned,1268,1975.7,Corporate,2022-07-07,Second Class,Maharashtra,Laptops,2022-07-01
ORD101268,CUST7703,PROD21664,Electronics,Mobiles,Corporate,Standard,COD,Not Returned,2021-01-09,North,1184.84,318.31,Electronics,New York City,USA,CUST7703,Angelica Clark,ORD101268,COD,PROD21664,Will Mobiles,318.31,North,Not Returned,1269,1184.84,Corporate,2021-01-16,Standard,Ontario,Mobiles,2021-01-09
ORD101269,CUST8063,PROD14021,Clothing,Pants,Consumer,Standard,COD,Returned,2021-04-05,North,555.55,186.31,Clothing,Mumbai,Germany,CUST8063,Ricky Larson,ORD101269,COD,PROD14021,Laugh Pants,186.31,North,Returned,1270,555.55,Consumer,2021-04-15,Standard,California,Pants,2021-04-05
ORD101270,CUST9387,PROD42504,Electronics,Laptops,Corporate,Standard,Card,Returned,2025-05-10,East,809.02,140.98,Electronics,Houston,UK,CUST9387,Marie Johnson,ORD101270,Card,PROD42504,Lead Laptops,140.98,East,Returned,1271,809.02,Corporate,2025-05-19,Standard,Bavaria,Laptops,2025-05-10
ORD101271,CUST5550,PROD31328,Furniture,Sofas,Corporate,Second Class,Online,Not Returned,2022-07-26,North,549.11,203.69,Furniture,Houston,USA,CUST5550,Tiffany Carey,ORD101271,Online,PROD31328,Onto Sofas,203.69,North,Not Returned,1272,549.11,Corporate,2022-08-02,Second Class,California,Sofas,2022-07-26
ORD101272,CUST7404,PROD70395,Furniture,Chairs,Home Office,Standard,Card,Not Returned,2021-07-04,West,717.5,-11.97,Furniture,Houston,USA,CUST7404,Ryan Simmons,ORD101272,Card,PROD70395,Over Chairs,-11.97,West,Not Returned,1273,717.5,Home Office,2021-07-09,Standard,Delhi,Chairs,2021-07-04
ORD101273,CUST8278,PROD99613,Electronics,Mobiles,Corporate,Standard,COD,Not Returned,2025-05-25,West,1168.23,-47.71,Electronics,Mumbai,India,CUST8278,Gabriel Turner,ORD101273,COD,PROD99613,Any Mobiles,-47.71,West,Not Returned,1274,1168.23,Corporate,2025-05-27,Standard,Delhi,Mobiles,2025-05-25
